,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
271754,164724.0,-1.01149301702452,1.76654549632813,-1.43361060733429,-0.573300925480479,0.119513681011508,-0.915804734020493,0.224113970494928,0.811828587251403,0.139216063310291,-0.64744367261902,-1.18923777446783,-0.291146898923457,-0.739222219605589,-0.354596523820398,-0.175984881366405,0.616415031983338,0.694205814938602,-0.02617743323445,-0.252716934622359,-0.0015703675280111,-0.338094680760292,-0.999074885941802,0.208701860582212,0.441534357335186,-0.288537236467354,0.135623002637178,0.188768055523085,0.0653794086142676,17.98,0
21413,31649.0,-0.457208272585622,0.351778505983782,-0.172559968575186,0.218630059451164,2.23058254346719,4.13085928222197,0.838673798549566,0.701476016238942,-0.331816365961341,0.07832882825505,-0.53400714204016,-0.252754924333609,-0.219900330053555,-0.0572619984037541,0.196803577675323,-0.651307477348689,-0.261456003178165,0.250183965814136,1.4214623100376,0.683318824469305,-0.0806208456731174,-0.135210982201872,0.0937820488870025,0.996634345320277,0.17516719717753,-0.270785683867144,0.200056122189172,-0.011528497498713,159.21,0
34446,37670.0,1.18783677046793,-0.0517987995403267,0.281578443187003,0.136811999061721,-0.581090932520659,-1.13544689287109,0.146991321043143,-0.271415903370384,0.0939737057708688,-0.169837089155798,-0.177446047697228,0.346287676592283,0.310747365519922,0.238200976602631,0.985323735701281,0.246807173046401,-0.294628268228512,-0.67859766987221,0.0775610363971514,0.0498622522751058,-0.194066139351703,-0.675718381327404,0.0602710405664007,0.43266044023182,0.161798401401275,0.808699453675997,-0.0939931665848745,0.0150743677024112,57.83,0
97643,66314.0,-1.22282542764559,1.337307193769,1.40063068030213,0.798592274049293,-1.71559804234112,1.48460083000648,-3.41105607228408,-6.44219740492369,-0.0212701454553488,-1.09586145461478,0.755786801927622,0.891364714454175,-1.96146427656781,1.02035853061377,-0.229677174333576,0.457804127313387,0.372774970370963,0.571652369652911,0.436758687861719,0.882907878259128,-1.04946645856793,0.170417329048048,0.345987471046553,0.500298058409742,0.593743418004002,0.461233695452647,0.112354218226981,0.254167235891296,28.75,0
235735,148519.0,1.89331214009414,-0.0204925280920877,-0.791431448119577,1.34128529085315,-0.0678901630605127,0.130779841355472,-0.62679216924622,0.222177077419724,0.736031962867083,-0.147822743103805,1.0288329339614,0.600920234714394,-0.299479698749786,-1.09840685282242,-0.002590850900767,0.867213468510411,0.0764747928638875,1.36325027370393,-0.672348218864337,-0.193295062484756,0.274388985502183,0.936479576975638,0.083679446317546,0.596570619053006,-0.018089291505599,-0.506090166884153,0.0669812585447856,-0.0085127424350128,9.99,0
61375,49802.0,-1.60557139569627,-0.149709061803919,2.79199238223848,0.136523852352614,0.860018549114917,0.497751697935244,-0.155682624691509,0.0413971571094852,0.963599703805222,0.0230322023048617,0.40099250623886,-0.110756806935585,-2.00332124573832,-0.594883203314339,-1.08802687859636,-0.148828427434085,-0.46627296444973,0.0231019982411898,-0.32827315288287,-0.502108466573097,-0.252826475043353,-0.156817776612804,-0.652552634519132,-0.319233431616826,0.195834736041422,-0.585302263260297,-0.468637324745257,-0.430592005674934,1.0,0
61307,49764.0,-1.86481745198388,0.594629241215577,0.669874678074338,0.25881744470683,-0.0883329375588823,0.471199191537152,1.69135091664782,0.188041773028958,-1.03249453408097,-1.23812347774412,1.46818620174378,0.546145508955341,0.356871353738941,-0.90816806638016,0.150319725348381,0.929862205685727,0.151654621774813,0.618605054577841,-1.08030751462775,0.0199352368409975,-0.0169574736614597,-0.154332410451785,-0.0770920978595875,-0.415483812689774,0.515152436356521,-0.537965354393285,-0.245648995590073,-0.282662218134634,297.99,0
214487,139692.0,-1.82611921517863,1.11045882926894,0.0769541980950843,-0.438870501195743,0.665986638113456,-0.791670343145294,1.3092060715986,-0.759362606505361,0.753403968810846,0.217025610637117,-0.633385474332302,-0.69237952512538,-0.498767231351968,-1.75536661135977,0.193446187700284,0.187462313131904,0.27434830716677,0.163501783224796,-0.29452799255658,-0.480062258348138,-0.0929081311830246,0.160500266925991,-0.0129882882872432,-0.256831609656053,-0.325911633985661,0.0574362040686557,-1.75539431952736,-0.27173597813171,33.8,0
159163,112289.0,1.96743075124028,-0.578677798356818,-0.635702860175059,0.219219167656161,-0.572572259525503,-0.316798142104389,-0.589946651485874,0.0970149078024471,1.31914723758082,0.0364709838846241,-1.30165598705984,-0.738217477625591,-1.7721948771521,0.312670476076288,0.790468029102085,0.592637156811665,-0.482992335537448,-0.158162613687674,0.0565191396718454,-0.215768115797228,-0.285546760147819,-0.922892460479551,0.448811338894551,0.511389824824873,-0.678865289659529,0.212244674806669,-0.063234699378802,-0.0372644250190154,39.49,0
109202,71266.0,1.04827808924216,-0.0376566938964114,0.537219282064243,1.10839961372929,-0.14656498039651,0.454155967401447,-0.156511039532311,0.197019371157607,0.196438050516642,-0.0749705922813584,0.976536302884846,1.37569972311914,0.249364071137531,0.0811689002079602,-0.615901813807448,-0.281664743281559,-0.184493999295656,-0.430480051050617,0.0883607706127529,-0.0537793009180468,-0.181724021053235,-0.424097663025162,-0.0242719682045153,-0.318527407599185,0.433390681725847,-0.517803293809407,0.0466303848131548,0.0193265145925414,49.99,0
21380,31631.0,1.14817902794678,-0.205358746815513,-1.22943369703394,0.313373404926977,2.1276742407428,3.62829707778658,-0.360018434949987,0.833687807523812,0.165438141954598,-0.0460321156061653,-0.541480164056539,0.238583599254788,-0.212192704257422,0.204975508276613,-0.143661124040455,-0.0934380535804682,-0.509065252905555,-0.0641165346155484,0.344534888714161,0.0825915667330535,-0.147318839497156,-0.512269912407343,-0.179136054366926,1.01293526016881,0.871320761355622,-0.332985331756095,0.0140782122353698,0.022835206950722,68.0,0
135118,81115.0,1.23399060255619,-1.31204724644318,-0.123835514072356,-2.77310678618297,-1.01765095465324,-0.28538933464324,-0.593317642856068,-0.114581542851307,1.0558579581157,-0.91360598138379,-0.872468622155552,1.00399282625646,1.31466879868258,-0.29286459607898,1.5062557662959,-2.68458532909245,0.290455447933167,1.15588519401322,0.344739514816075,-0.24668929118261,-0.310900777485136,-0.272951972406357,-0.223214829865633,-0.738840632752938,0.654305309803089,-0.66558132556661,0.111036299275158,0.0379549436392141,109.02,0
258950,158891.0,-0.196882185942223,0.870861706955747,-0.128503945508997,-0.921630079025274,0.707166243072751,-0.325403172941584,0.828410394487423,0.0723348928426037,0.0765140668142619,0.082158994953802,0.0295064550465088,0.111526184374608,-0.888044545433561,0.386064520659039,-0.882830734662567,0.284873809346613,-0.826373228173983,-0.0022957141844813,0.387480012446943,0.0534062062223092,-0.294488713484192,-0.666940329123991,0.0161660045602016,-0.838008958547189,-0.411715106170612,0.180109970713751,0.350842147506965,0.133748715325977,8.99,0
16319,27704.0,1.16658641180007,0.229580083403542,0.206429644194003,1.27996435134725,0.185818729833652,0.13361177222359,0.167232750748538,-0.0609646108439327,0.132863384506578,-0.168952330986379,-0.767244090426744,1.03521084104792,1.21598450811244,-0.210039980534666,-0.194045777151186,-0.634955379422025,0.011563703671399,-0.966900471165789,-0.194208520446869,-0.0582658511154808,-0.109351733016137,-0.0534545459929199,-0.154834039497616,-0.382750165438347,0.765450990518843,-0.287360453895872,0.0442079314616747,0.0166217708044679,26.0,0
115191,73778.0,-0.758664150617411,1.20957294185861,0.762252124357663,-0.128694998600827,0.0441632299964154,-0.0550836583606144,0.157408737020523,0.690473111583281,-0.721481711479905,-0.60077115637107,1.17044546334133,0.443040391283391,-0.433080877547193,0.205644440809303,0.493008172227666,0.532534127878834,0.11698023168651,0.126158783819588,-0.0394003085819671,-0.0217499634010844,-0.164747396146368,-0.580952741737594,0.0454706783573283,-0.377026132955075,-0.210931904808559,0.108537029074689,0.125673559265022,0.0178744712735542,12.99,0
279369,168825.0,1.95249774292328,0.60583474468482,-0.87797782874414,3.64733570051161,0.817107316907398,0.338615728172597,0.216609222738133,-0.132747624814914,-1.05437039939423,1.42395310596441,-1.366248997048,0.354173190971113,1.52782539985693,-0.152772610270029,-0.940721296016677,0.756347886017569,-0.968859369052555,-0.244713223608408,-1.52473140402559,-0.153222948389206,0.280028006343282,0.947180779839954,-0.0286134426564125,0.525772457783166,0.324502149527328,0.221542578558035,-0.0301907058828528,-0.0444141303468002,10.59,0
29955,35713.0,-0.71667519134244,0.694790269276726,1.28881522769791,0.981017290195905,-0.379472069033787,-0.287228367045981,1.53030462856041,-0.365635248616295,-0.35474181475932,0.152582572771565,0.256197610191431,-0.14288285614671,-0.355293692539939,0.167654337912107,1.33677652528057,-0.79327536428323,0.157922072884735,-0.493645430659546,-0.155777885436696,0.144400837770297,0.117014817738334,0.716629398668956,0.153637849384371,0.614469179501262,-0.325403099397536,-0.353063855694863,0.209690166902598,-0.0338162806212371,170.58,0
189373,128368.0,-0.507485150855579,0.22347898512139,2.53367095223369,-1.15014206640777,1.58096167759307,2.66687723161255,0.852616390894824,-0.683279363568153,1.37097826931169,0.868684703254765,1.45071829485915,0.526818727435457,0.709226870633242,-1.72098564660645,1.24150706594067,-0.801320067180884,-0.909230893108297,-0.425147024933215,-0.363054475331413,0.330923843220839,-0.0795740970237008,0.730587452701412,-0.511262500592721,-0.9337475650023,0.112751476062617,-0.355309480619046,-1.60484774191392,-1.4068422024187,9.72,0
138353,82612.0,-1.4455868231462,1.46945972387831,0.627915459628918,-0.370966520305126,0.0316569473489695,-0.144289167852632,0.281469830302295,0.409522358818861,-0.435608145082103,0.260509712515531,0.552467762006771,0.795892029896617,0.674270887882427,0.315082954738499,0.16876706775517,0.697296518287708,-0.844460647177496,0.346781988129905,0.605060805293909,0.0345163888685003,-0.199956363043805,-0.60991161969028,0.0415702614732011,-0.506113276540901,-0.0247002602894926,0.0802537353535344,-0.111435828927297,0.0738996988343024,17.99,0
82782,59549.0,1.26232843365181,0.272277426700081,0.517887465109098,0.616801629709728,-0.453739882406374,-0.984532486513009,0.0790559107015343,-0.220445888518717,0.0046637701803875,-0.0732383336858835,-0.173712370252633,0.511032383595365,0.584849975246086,0.18530150912096,1.00252107281848,0.291289841347991,-0.439944154715508,-0.574154475245539,-0.118892388619913,-0.077517746143224,-0.25511044448777,-0.722724561824571,0.133429749320859,0.382062007265557,0.227423436231471,0.0940452343435634,-0.0271510090770466,0.0194144036865081,0.99,0
68186,52873.0,0.796158300111277,-0.135897005809736,0.746958448294094,2.83955160867258,-0.529067318963891,-0.118401404723886,0.213887921264923,-0.0581447768975045,-0.323130381179598,0.43282812077341,-0.860896878432243,0.264001630358527,0.0787848431420161,-0.0958341721608395,-0.625160835110797,0.2953558757782,-0.243852268758967,-0.657814495222789,-0.640653481261413,0.215609629703043,-0.176442283045466,-0.813224134804265,-0.0794173847078654,0.37422386277108,0.31316716735745,-0.200119858414204,-0.0251331215222262,0.0592083062504268,190.16,0
8135,11032.0,-1.25605642502971,1.01115632444521,1.21515589166872,-0.853730480982948,-0.784579479259538,-0.504352036559128,0.303929435244246,0.444910454995102,1.47296081386061,-1.00335578431292,1.68297514030356,-1.54976062407307,1.08047858980251,1.54011807274847,-2.50253512725933,0.07973313758904,0.590618106236077,0.128397363977304,-0.29936504395978,-0.0425092809293229,-0.135447923271149,0.0586803266720958,-0.0204558807352092,0.546385577979186,-0.163957378721588,0.841107281025673,0.260524275372731,0.144810708166713,68.6,0
42097,40956.0,1.27511663647512,-0.0976282280950522,0.0064157183214658,-0.180473540525394,-0.184158392366622,-0.295363963902636,-0.154485297290229,-0.0284776786077303,0.0447356547902305,0.0469221517518496,0.633971610266101,0.49124489142691,0.0190971413138383,0.376765109802865,0.422173086080056,0.686037242088755,-0.852921436328711,0.462313617340975,0.521553618707215,-0.009200442831175,0.0676230943806461,0.170964347690028,-0.199017077813382,-0.412832228078056,0.47315153418885,1.14760724270531,-0.090283656596986,-0.0148209598210203,20.4,0
178134,123490.0,1.82141698952378,-0.753669549216701,-0.800855997936244,0.104848616485296,-0.358757550254785,0.285268603784001,-0.653512475782284,0.229337919752088,1.31564945277828,-0.0506414422842355,0.306374309613718,0.306118873825707,-1.05351862740862,0.436971048440391,0.636487207287898,0.525069669772505,-0.981094458482498,1.12971165990164,0.0517543095048328,-0.0894791910703943,0.285677647830575,0.705815206619013,0.0377424670019834,0.19180564782416,-0.101713687733542,-0.587098564653716,0.0291462464730482,-0.0287522904026555,90.0,0
273186,165466.0,-1.37869962338139,-2.66412459582141,0.827916387029115,-0.8996749272023,1.42130122872688,-2.24565525358713,-1.07306996216825,-0.102632482847522,-0.265255167510367,0.615860627929336,-1.34346375961166,-2.10670604424579,-2.37705530917254,0.0585015592923235,0.128965285769969,0.708503748278976,0.387531506123436,-0.884262089753529,0.987204388600292,0.694776286230193,0.443199423364084,0.603163581844696,0.535378859907695,-0.0121205491926824,-0.848654682226134,-0.286171676386885,-0.0565157627337778,0.0413358275510482,75.0,0
95381,65278.0,-1.09592573910122,0.670157856124475,1.45680381179212,1.24066319751994,-0.569974734561829,-0.319070397829504,0.980123651136332,-0.0724614981911439,-0.289529629143092,0.257165742046639,-0.426156356608164,-0.188653502664825,0.114719959622394,0.0742556786661662,1.48219124336931,-0.075874261047931,-0.22551991901755,0.217931117241524,0.622076050600329,0.278866809416524,-0.0890496645014766,0.118961035560444,0.418979964681805,0.34688376658282,-0.11341222612576,-0.354820879713797,0.640625014058496,0.194577226827621,150.0,0
276383,167059.0,1.76950907465154,-1.46373253846112,-0.832049639633237,-0.581259444166519,-0.845071790964688,0.395458260395615,-0.884128753911738,0.108190604660724,-0.0657880375896224,0.757013110428537,0.335820814295077,0.718032682968769,0.723627172340946,-0.0221570478471311,0.274057663661713,-0.903594885647672,-0.788607978487002,2.19107272885078,-0.745871036348779,-0.200744190487788,-0.024963369258739,0.128615726085571,0.0502411472913003,0.213764535760927,-0.307334113164801,-0.12293617564613,0.0106376372346572,-0.011717566147744,180.0,0
172188,120993.0,-0.0928399246988724,-0.0211125890427983,-0.575743563315119,0.0355500812747602,-0.563876362503575,0.149811656965537,0.530512728748519,0.442502338941348,0.766137939306208,-0.941162358456383,-2.07815356065204,-0.0861745039503509,-0.87615455410022,-0.0557173283135638,-1.7550234578644,-0.359484967494337,0.0850609510138063,0.0041776904243351,-0.14047905976244,-0.0184950219337606,0.438872460258258,1.17844648789578,0.344496968385519,0.717072550333225,-0.336195436493385,0.474707925067781,-0.142709822597419,-0.0416305221208257,179.0,0
202797,134497.0,-2.18544046456741,2.64687292521631,-1.81006062905643,-0.919084280973978,-0.0823725867292479,-0.80883912786804,0.104144371282031,0.960140982261366,0.707085724646075,1.04586364846109,0.9624821432696,0.913043387031875,-0.136927346533725,-0.642307129751477,-0.900329060970551,0.600541245748179,0.444887101530981,0.219424893861582,-0.208963326290858,0.685785805870162,-0.413254785207407,-0.890808175863634,0.279609479846927,0.628108378038084,-0.0647110588799396,0.123011842616329,0.69161913682943,0.410563519005781,9.84,0
194889,130801.0,2.09462509919576,-0.818609285325917,-0.348479013420216,-0.370152376986289,-1.0980856560581,-0.663576903969493,-0.781104303622423,-0.16824993484792,-0.132518097156331,0.780208155914622,-0.999762287515241,0.464593646414495,1.19147854424489,-0.363795368034662,0.29084018531443,-1.08554651111497,-0.336251382464779,0.795135911714802,-0.752188147786732,-0.511060004696812,-0.615810931189098,-1.19960397479765,0.482839316104697,-0.144154666913775,-0.718945264212793,0.237000140963924,-0.0117012305180727,-0.0357165424885591,24.99,0
68098,52830.0,1.2174942815106,0.634632548995922,-0.470777949374903,1.1625649239684,0.263796113772814,-0.741865796096693,0.172700235910831,-0.0527142449796558,-0.262441358219811,-0.499489701239159,1.45560283250278,0.233983055542972,-0.520590504488136,-1.07297416976554,0.460553513805278,0.908822742858566,0.549159081097594,1.24819424110966,-0.209325191371739,-0.104103593098455,-0.0425976190759231,-0.105520056303988,-0.171389971199625,-0.142037694280707,0.690138463210815,-0.323044074068319,0.0281631926367406,0.0430630808689145,1.0,0
160157,113142.0,2.09402703567266,-0.0153926961134275,-1.51943674644322,0.140248120893175,0.304629828721927,-0.816780414439927,0.176905987673464,-0.296121829643511,0.729771819922302,-0.10551770934817,-0.863074355871595,0.354243014510665,0.314790911289477,0.419074815458837,0.888504764269804,-0.223749102021778,-0.628033085060824,0.142565593521118,-0.118287783147222,-0.20643052317276,0.255353510222402,0.895914907734031,-0.0111114926185316,0.606356773233594,0.383825010327875,-0.443921052102977,0.0048515883284215,-0.0482158805341559,1.0,0
188076,127806.0,2.23581352659253,-1.42369319350005,-0.922605643599825,-1.43445966422359,-1.4034343820146,-1.01826343262226,-0.97820365417133,-0.278780413902265,-1.19144665764422,1.5699092139161,-1.00250905564329,-0.928664268903728,0.0739845427026493,-0.311262138431606,-0.13781005942589,-0.672941253709599,0.602550866412394,-0.200809377480456,-0.212183801179584,-0.416625962287426,-0.149218322578733,0.0290144354122994,0.215180236846931,-0.0372734670681,-0.204590671608236,-0.159728045074576,0.0046207314291865,-0.0475853915036257,43.56,0
95506,65343.0,0.155842574434336,-1.36678967567861,0.0455618406773092,1.52661435071337,-0.769920247704469,0.0001531656408267,0.552993759838701,-0.0102647441085868,-0.276330694304719,-0.0510434766761662,1.67726106663725,0.892532598422579,-0.331933899697239,0.729506162550369,0.63798265457143,0.169016554073239,-0.364717113807003,-0.0555999862910039,-0.729918766096512,0.833018466407447,0.318969906399778,-0.22239426463928,-0.394803232773276,0.216438347890576,0.175923172799329,-0.500935923259879,-0.0609606234597855,0.102064165698191,506.0,0
